Tournament,Matchday,Date,Venue,Club,Opponent,Result,Position,Minute,When Scored,Goal Type,Assist
LaLiga ,14,19/12/20,Home,FC Barcelona,Valencia CF,2:2,CF,45'+4,1:1,Header,Not Applicable
LaLiga ,15,22/12/20,Away,FC Barcelona,Real Valladolid CF,0:3,AM,65',0:3,Left-footed shot,Pedri
LaLiga ,2,06/01/21,Away,FC Barcelona,Athletic Bilbao,2:3,CF,38',1:2,Left-footed shot,Pedri
LaLiga ,2,06/01/21,Away,FC Barcelona,Athletic Bilbao,2:3,CF,62',1:3,Left-footed shot,Antoine Griezmann
LaLiga ,18,09/01/21,Away,FC Barcelona,Granada CF,0:4,CF,35',0:2,Left-footed shot,Antoine Griezmann
LaLiga ,18,09/01/21,Away,FC Barcelona,Granada CF,0:4,CF,42',0:3,Direct free kick,Not Applicable
Copa del Rey ,Achtelfinale,27/01/21,Away,FC Barcelona,Rayo Vallecano,1:2,CF,69',1:1,Left-footed shot,Antoine Griezmann
LaLiga ,21,31/01/21,Home,FC Barcelona,Athletic Bilbao,2:1,CF,20',1:0,Direct free kick,Not Applicable
LaLiga ,22,07/02/21,Away,FC Barcelona,Real Betis Balompié,2:3,CF,59',1:1,Left-footed shot,Ousmane Dembélé
LaLiga ,23,13/02/21,Home,FC Barcelona,Deportivo Alavés,5:1,CF,45'+1,2:0,Left-footed shot,Sergio Busquets
LaLiga ,23,13/02/21,Home,FC Barcelona,Deportivo Alavés,5:1,CF,75',4:1,Left-footed shot,Antoine Griezmann
Champions League ,Achtelfinale,16/02/21,Home,FC Barcelona,Paris Saint-Germain,1:4,CF,27',1:0,Penalty,Not Applicable
LaLiga ,24,21/02/21,Home,FC Barcelona,Cádiz CF,1:1,CF,32',1:0,Penalty,Not Applicable
LaLiga ,1,24/02/21,Home,FC Barcelona,Elche CF,3:0,CF,48',1:0,Left-footed shot,Martin Braithwaite
LaLiga ,1,24/02/21,Home,FC Barcelona,Elche CF,3:0,CF,68',2:0,Left-footed shot,Frenkie de Jong
LaLiga ,25,27/02/21,Away,FC Barcelona,Sevilla FC,0:2,CF,85',0:2,Right-footed shot,Ilaix Moriba
Champions League ,Achtelfinale,10/03/21,Away,FC Barcelona,Paris Saint-Germain,1:1,SS,37',1:1,Long distance kick,Pedri
LaLiga ,27,15/03/21,Home,FC Barcelona,SD Huesca,4:1,SS,13',1:0,Left-footed shot,Sergio Busquets
LaLiga ,27,15/03/21,Home,FC Barcelona,SD Huesca,4:1,SS,90',4:1,Left-footed shot,Francisco Trincão
LaLiga ,28,21/03/21,Away,FC Barcelona,Real Sociedad,1:6,SS,56',0:4,Left-footed shot,Sergio Busquets
LaLiga ,28,21/03/21,Away,FC Barcelona,Real Sociedad,1:6,SS,89',1:6,Left-footed shot,Jordi Alba
Copa del Rey ,Finale,17/04/21,Away,FC Barcelona,Athletic Bilbao,0:4,CF,68',0:3,Left-footed shot,Frenkie de Jong
Copa del Rey ,Finale,17/04/21,Away,FC Barcelona,Athletic Bilbao,0:4,CF,72',0:4,Left-footed shot,Jordi Alba
LaLiga ,31,22/04/21,Home,FC Barcelona,Getafe CF,5:2,CF,8',1:0,Left-footed shot,Sergio Busquets
LaLiga ,31,22/04/21,Home,FC Barcelona,Getafe CF,5:2,CF,33',3:1,Left-footed shot,Not Applicable
LaLiga ,33,29/04/21,Home,FC Barcelona,Granada CF,1:2,CF,23',1:0,Left-footed shot,Antoine Griezmann
LaLiga ,34,02/05/21,Away,FC Barcelona,Valencia CF,2:3,CF,57',1:1,Left-footed shot,Not Applicable
LaLiga ,34,02/05/21,Away,FC Barcelona,Valencia CF,2:3,CF,69',1:3,Direct free kick,Not Applicable
LaLiga ,36,11/05/21,Away,FC Barcelona,Levante UD,3:3,SS,25',0:1,Left-footed shot,Not Applicable
LaLiga ,37,16/05/21,Home,FC Barcelona,Celta de Vigo,1:2,SS,28',1:0,Header,Sergio Busquets
Champions League ,Gruppenphase,28/09/21,Home,Paris Saint-Germain,Manchester City,2:0,RW,74',2:0,Left-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,19/10/21,Home,Paris Saint-Germain,RB Leipzig,3:2,RW,67',2:2,Left-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,19/10/21,Home,Paris Saint-Germain,RB Leipzig,3:2,RW,74',3:2,Penalty,Not Applicable
Ligue 1 ,14,20/11/21,Home,Paris Saint-Germain,FC Nantes,3:1,RW,87',3:1,Left-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,07/12/21,Home,Paris Saint-Germain,Club Brugge KV,4:1,CF,38',3:0,Left-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,07/12/21,Home,Paris Saint-Germain,Club Brugge KV,4:1,CF,76',4:1,Penalty,Not Applicable
Ligue 1 ,23,06/02/22,Away,Paris Saint-Germain,LOSC Lille,1:5,CF,38',1:3,Left-footed shot,Not Applicable
Ligue 1 ,30,03/04/22,Home,Paris Saint-Germain,FC Lorient,5:1,RW,73',4:1,Left-footed shot,Kylian Mbappé
Ligue 1 ,34,23/04/22,Home,Paris Saint-Germain,RC Lens,1:1,RW,68',1:0,Left-footed shot,Neymar
Ligue 1 ,37,14/05/22,Away,Paris Saint-Germain,Montpellier HSC,0:4,CF,6',0:1,Left-footed shot,Kylian Mbappé
Ligue 1 ,37,14/05/22,Away,Paris Saint-Germain,Montpellier HSC,0:4,CF,20',0:2,Left-footed shot,Kylian Mbappé
Trophée des Champions ,Finale,31/07/22,Home,Paris Saint-Germain,FC Nantes,4:0,CF,22',1:0,Right-footed shot,Not Applicable
Ligue 1 ,1,06/08/22,Away,Paris Saint-Germain,Clermont Foot 63,0:5,CF,80',0:4,Left-footed shot,Neymar
Ligue 1 ,1,06/08/22,Away,Paris Saint-Germain,Clermont Foot 63,0:5,CF,86',0:5,Left-footed shot,Leandro Paredes
Ligue 1 ,3,21/08/22,Away,Paris Saint-Germain,LOSC Lille,1:7,RW,27',0:2,Right-footed shot,Nuno Mendes
Champions League ,Gruppenphase,14/09/22,Away,Paris Saint-Germain,Maccabi Haifa,1:3,RW,37',1:1,Left-footed shot,Not Applicable
Ligue 1 ,8,18/09/22,Away,Paris Saint-Germain,Olympique Lyon,0:1,RW,5',0:1,Left-footed shot,Neymar
Ligue 1 ,9,01/10/22,Home,Paris Saint-Germain,OGC Nice,2:1,AM,28',1:0,Direct free kick,Not Applicable
Champions League ,Gruppenphase,05/10/22,Away,Paris Saint-Germain,SL Benfica,1:1,RW,22',0:1,Left-footed shot,Neymar
Ligue 1 ,12,21/10/22,Away,Paris Saint-Germain,AC Ajaccio,0:3,CF,78',0:2,Left-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,25/10/22,Home,Paris Saint-Germain,Maccabi Haifa,7:2,SS,19',1:0,Left-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,25/10/22,Home,Paris Saint-Germain,Maccabi Haifa,7:2,SS,45',4:1,Left-footed shot,Kylian Mbappé
Ligue 1 ,13,29/10/22,Home,Paris Saint-Germain,ESTAC Troyes,4:3,RW,55',2:2,Left-footed shot,Sergio Ramos
Ligue 1 ,18,11/01/23,Home,Paris Saint-Germain,Angers SCO,2:0,AM,72',2:0,Right-footed shot,Nordi Mukiele
Ligue 1 ,21,01/02/23,Away,Paris Saint-Germain,Montpellier HSC,1:3,SS,72',0:2,Left-footed shot,Fabián Ruiz
Ligue 1 ,22,04/02/23,Home,Paris Saint-Germain,FC Toulouse,2:1,SS,58',2:1,Left-footed shot,Achraf Hakimi
Ligue 1 ,24,19/02/23,Home,Paris Saint-Germain,LOSC Lille,4:3,CF,90'+5,4:3,Direct free kick,Not Applicable
Ligue 1 ,25,26/02/23,Away,Paris Saint-Germain,Olympique Marseille,0:3,SS,29',0:2,Right-footed shot,Kylian Mbappé
Ligue 1 ,26,04/03/23,Home,Paris Saint-Germain,FC Nantes,4:2,CF,12',1:0,Left-footed shot,Not Applicable
Ligue 1 ,30,08/04/23,Away,Paris Saint-Germain,OGC Nice,0:2,CF,26',0:1,Left-footed shot,Nuno Mendes
Ligue 1 ,31,15/04/23,Home,Paris Saint-Germain,RC Lens,3:1,CF,40',3:0,Left-footed shot,Kylian Mbappé
Ligue 1 ,37,27/05/23,Away,Paris Saint-Germain,RC Strasbourg Alsace,1:1,CF,59',0:1,Left-footed shot,Kylian Mbappé
Leagues Cup ,Gruppenphase,22/07/23,Away,Inter Miami CF,CD Cruz Azul,1:2,RW,90'+4,1:2,Direct free kick,Not Applicable
Leagues Cup ,Gruppenphase,26/07/23,Home,Inter Miami CF,Atlanta United FC,4:0,RW,8',1:0,Right-footed shot,Not Applicable
Leagues Cup ,Gruppenphase,26/07/23,Home,Inter Miami CF,Atlanta United FC,4:0,RW,22',2:0,Right-footed shot,Robert Taylor
Leagues Cup ,1.Runde,03/08/23,Home,Inter Miami CF,Orlando City SC,3:1,RW,7',1:0,Left-footed shot,Robert Taylor
Leagues Cup ,1.Runde,03/08/23,Home,Inter Miami CF,Orlando City SC,3:1,RW,72',3:1,Right-footed shot,Josef Martínez
Leagues Cup ,Achtelfinale,07/08/23,Away,Inter Miami CF,FC Dallas,7:9,RW,6',0:1,Left-footed shot,Jordi Alba
Leagues Cup ,Achtelfinale,07/08/23,Away,Inter Miami CF,FC Dallas,7:9,RW,85',4:4,Direct free kick,Not Applicable
Leagues Cup ,Viertelfinale,12/08/23,Home,Inter Miami CF,Charlotte FC,4:0,RW,86',4:0,Left-footed shot,Leonardo Campana
Leagues Cup ,Halbfinale,16/08/23,Away,Inter Miami CF,Philadelphia Union,1:4,RW,20',0:2,Left-footed shot,Josef Martínez
Leagues Cup ,Finale,20/08/23,Away,Inter Miami CF,Nashville SC,10:11,RW,23',0:1,Left-footed shot,Not Applicable
MLS ,28,27/08/23,Away,Inter Miami CF,New York Red Bulls,0:2,CF,89',0:2,Left-footed shot,Benja Cremaschi
MLS ,1,26/02/24,Away,Inter Miami CF,Los Angeles Galaxy,1:1,RW,90'+2,1:1,Left-footed shot,Jordi Alba
MLS ,2,02/03/24,Home,Inter Miami CF,Orlando City SC,5:0,RW,57',4:0,Chest,Not Applicable
MLS ,2,02/03/24,Home,Inter Miami CF,Orlando City SC,5:0,RW,62',5:0,Header,Luis Suárez
CONCACAF Champions Cup ,Achtelfinale,08/03/24,Away,Inter Miami CF,Nashville SC,2:2,CF,52',2:1,Not reported,Luis Suárez
CONCACAF Champions Cup ,Achtelfinale,14/03/24,Home,Inter Miami CF,Nashville SC,3:1,CF,23',2:0,Left-footed shot,Diego Gómez
MLS ,7,07/04/24,Home,Inter Miami CF,Colorado Rapids,2:2,CF,57',1:1,Left-footed shot,Franco Negri
MLS ,8,14/04/24,Away,Inter Miami CF,Sporting Kansas City,2:3,RW,51',1:2,Left-footed shot,David Ruíz
MLS ,9,21/04/24,Home,Inter Miami CF,Nashville SC,3:1,RW,11',1:1,Left-footed shot,Luis Suárez
MLS ,9,21/04/24,Home,Inter Miami CF,Nashville SC,3:1,RW,81',3:1,Penalty,Not Applicable
MLS ,10,28/04/24,Away,Inter Miami CF,New England Revolution,1:4,RW,32',1:1,Left-footed shot,Robert Taylor
MLS ,10,28/04/24,Away,Inter Miami CF,New England Revolution,1:4,RW,67',1:2,Left-footed shot,Sergio Busquets
MLS ,11,05/05/24,Home,Inter Miami CF,New York Red Bulls,6:2,RW,50',2:1,Left-footed shot,Luis Suárez
MLS ,16,30/05/24,Home,Inter Miami CF,Atlanta United FC,1:3,RW,62',1:2,Left-footed shot,Sergio Busquets
MLS ,17,02/06/24,Home,Inter Miami CF,St. Louis CITY SC,3:3,RW,25',1:1,Left-footed shot,Jordi Alba
MLS ,31,15/09/24,Home,Inter Miami CF,Philadelphia Union,3:1,RW,26',1:1,Right-footed shot,Luis Suárez
MLS ,31,15/09/24,Home,Inter Miami CF,Philadelphia Union,3:1,RW,30',2:1,Left-footed shot,Jordi Alba
MLS ,34,29/09/24,Home,Inter Miami CF,Charlotte FC,1:1,RW,67',1:1,Left-footed shot,Marcelo Weigandt
MLS ,35,03/10/24,Away,Inter Miami CF,Columbus Crew,2:3,RW,45',0:1,Left-footed shot,Not Applicable
MLS ,35,03/10/24,Away,Inter Miami CF,Columbus Crew,2:3,RW,45'+5,0:2,Direct free kick,Not Applicable
MLS ,37,20/10/24,Home,Inter Miami CF,New England Revolution,6:2,RW,78',4:2,Left-footed shot,Luis Suárez
MLS ,37,20/10/24,Home,Inter Miami CF,New England Revolution,6:2,RW,81',5:2,Left-footed shot,Jordi Alba
MLS ,37,20/10/24,Home,Inter Miami CF,New England Revolution,6:2,RW,89',6:2,Left-footed shot,Luis Suárez
MLS Cup Playoffs ,1.Runde,10/11/24,Home,Inter Miami CF,Atlanta United FC,2:3,RW,65',2:2,Header,Marcelo Weigandt
CONCACAF Champions Cup ,1.Runde,20/02/25,Away,Inter Miami CF,Sporting Kansas City,0:1,SS,56',0:1,Right-footed shot,Sergio Busquets
CONCACAF Champions Cup ,1.Runde,26/02/25,Home,Inter Miami CF,Sporting Kansas City,3:1,SS,19',1:0,Left-footed shot,Luis Suárez
CONCACAF Champions Cup ,Achtelfinale,14/03/25,Away,Inter Miami CF,Cavalier FC,0:2,Not Applicable,90'+2,0:2,Left-footed shot,Santiago Morales
MLS ,4,17/03/25,Away,Inter Miami CF,Atlanta United FC,1:2,CF,20',1:1,Left-footed shot,Not Applicable
MLS ,6,30/03/25,Home,Inter Miami CF,Philadelphia Union,2:1,RW,57',2:0,Right-footed shot,Luis Suárez
MLS ,7,07/04/25,Home,Inter Miami CF,Toronto FC,1:1,CF,45'+5,1:1,Left-footed shot,Telasco Segovia
CONCACAF Champions Cup ,Viertelfinale,10/04/25,Home,Inter Miami CF,Los Angeles FC,3:1,SS,35',1:1,Left-footed shot,Not Applicable
CONCACAF Champions Cup ,Viertelfinale,10/04/25,Home,Inter Miami CF,Los Angeles FC,3:1,SS,84',3:1,Penalty,Not Applicable
MLS ,11,04/05/25,Home,Inter Miami CF,New York Red Bulls,4:1,CF,67',4:1,Left-footed shot,Telasco Segovia
MLS ,12,10/05/25,Away,Inter Miami CF,Minnesota United FC,4:1,CF,48',2:1,Left-footed shot,Jordi Alba
MLS ,15,25/05/25,Away,Inter Miami CF,Philadelphia Union,3:3,CF,87',3:2,Direct free kick,Not Applicable
MLS ,16,29/05/25,Home,Inter Miami CF,CF Montréal,4:2,CF,27',1:0,Left-footed shot,Sergio Busquets
MLS ,16,29/05/25,Home,Inter Miami CF,CF Montréal,4:2,CF,87',4:1,Left-footed shot,Luis Suárez
MLS ,17,01/06/25,Home,Inter Miami CF,Columbus Crew,5:1,CF,15',2:0,Left-footed shot,Not Applicable
MLS ,17,01/06/25,Home,Inter Miami CF,Columbus Crew,5:1,CF,24',3:0,Left-footed shot,Sergio Busquets
Club World Cup ,Gruppenphase,19/06/25,Home,Inter Miami CF,FC Porto,2:1,SS,54',2:1,Direct free kick,Not Applicable
MLS ,22,06/07/25,Away,Inter Miami CF,CF Montréal,1:4,RW,40',1:2,Left-footed shot,Luis Suárez
MLS ,22,06/07/25,Away,Inter Miami CF,CF Montréal,1:4,RW,62',1:4,Left-footed shot,Luis Suárez
MLS ,23,10/07/25,Away,Inter Miami CF,New England Revolution,1:2,CF,27',0:1,Left-footed shot,Not Applicable
MLS ,23,10/07/25,Away,Inter Miami CF,New England Revolution,1:2,CF,38',0:2,Left-footed shot,Sergio Busquets
MLS ,23,13/07/25,Home,Inter Miami CF,Nashville SC,2:1,CF,17',1:0,Direct free kick,Not Applicable
MLS ,23,13/07/25,Home,Inter Miami CF,Nashville SC,2:1,CF,62',2:1,Left-footed shot,Not Applicable
MLS ,25,20/07/25,Away,Inter Miami CF,New York Red Bulls,1:5,CF,60',1:4,Left-footed shot,Sergio Busquets
MLS ,25,20/07/25,Away,Inter Miami CF,New York Red Bulls,1:5,CF,75',1:5,Left-footed shot,Luis Suárez
MLS ,28,17/08/25,Home,Inter Miami CF,Los Angeles Galaxy,3:1,SS,84',2:1,Left-footed shot,Rodrigo De Paul
Leagues Cup ,Halbfinale,28/08/25,Home,Inter Miami CF,Orlando City SC,3:1,CF,77',1:1,Penalty,Not Applicable
Leagues Cup ,Halbfinale,28/08/25,Home,Inter Miami CF,Orlando City SC,3:1,CF,88',2:1,Not reported,Jordi Alba
MLS ,33,17/09/25,Home,Inter Miami CF,Seattle Sounders FC,3:1,CF,41',2:0,Left-footed shot,Jordi Alba
MLS ,33,21/09/25,Home,Inter Miami CF,D.C. United,3:2,CF,66',2:1,Left-footed shot,Jordi Alba
MLS ,33,21/09/25,Home,Inter Miami CF,D.C. United,3:2,CF,85',3:1,Left-footed shot,Sergio Busquets
MLS ,34,25/09/25,Away,Inter Miami CF,New York City FC,0:4,SS,74',0:2,Left-footed shot,Sergio Busquets
MLS ,34,25/09/25,Away,Inter Miami CF,New York City FC,0:4,SS,86',0:4,Right-footed shot,Marcelo Weigandt
MLS ,21,12/10/25,Home,Inter Miami CF,Atlanta United FC,4:0,AM,39',1:0,Left-footed shot,Baltasar Rodríguez
MLS ,21,12/10/25,Home,Inter Miami CF,Atlanta United FC,4:0,AM,87',4:0,Left-footed shot,Jordi Alba
MLS ,36,19/10/25,Away,Inter Miami CF,Nashville SC,2:5,CF,34',0:1,Left-footed shot,Jordi Alba
MLS ,36,19/10/25,Away,Inter Miami CF,Nashville SC,2:5,CF,63',2:2,Penalty,Not Applicable
MLS ,36,19/10/25,Away,Inter Miami CF,Nashville SC,2:5,CF,81',2:4,Left-footed shot,Ian Fray
MLS Cup Playoffs ,1.Runde,25/10/25,Home,Inter Miami CF,Nashville SC,3:1,CF,19',1:0,Header,Luis Suárez
MLS Cup Playoffs ,1.Runde,25/10/25,Home,Inter Miami CF,Nashville SC,3:1,CF,90'+6,3:0,Left-footed shot,Not Applicable
MLS Cup Playoffs ,1.Runde,02/11/25,Away,Inter Miami CF,Nashville SC,2:1,AM,89',2:1,Left-footed shot,Rodrigo De Paul
MLS Cup Playoffs ,1.Runde,09/11/25,Home,Inter Miami CF,Nashville SC,4:0,CF,10',1:0,Left-footed shot,Tadeo Allende
MLS Cup Playoffs ,1.Runde,09/11/25,Home,Inter Miami CF,Nashville SC,4:0,CF,39',2:0,Left-footed shot,Mateo Silvetti
